source,target
Laura Linney,James Ivory
Norma Aleandro,James Ivory
Robert De Niro,Sean Penn
Robert De Niro,Catherine Keener
Robert De Niro,Stanley Tucci
Robert De Niro,Barry Levinson
Sean Penn,Catherine Keener
Sean Penn,Stanley Tucci
Sean Penn,Barry Levinson
Catherine Keener,Stanley Tucci
Catherine Keener,Barry Levinson
Stanley Tucci,Barry Levinson
Joan Crawford,Harry Beaumont
Joan Crawford,Sam Wood
Ruth Chatterton,Michael Curtiz
Ruth Chatterton,William A. Wellman
Michael Curtiz,William A. Wellman
Barbara Stanwyck,Adolphe Menjou
Barbara Stanwyck,William Holden
Barbara Stanwyck,Lee J. Cobb
Adolphe Menjou,William Holden
Adolphe Menjou,Lee J. Cobb
William Holden,Lee J. Cobb
Ginger Rogers,Eve Arden
Joan Crawford,Clark Gable
Joan Crawford,Harry Beaumont
Clark Gable,Harry Beaumont
Alec Guinness,Burl Ives
Alec Guinness,Ralph Richardson
Alec Guinness,Carol Reed
Burl Ives,Ralph Richardson
Burl Ives,Carol Reed
Ralph Richardson,Carol Reed
Joan Crawford,Clark Gable
Joan Crawford,Marjorie Rambeau
Joan Crawford,Harry Beaumont
Clark Gable,Marjorie Rambeau
Clark Gable,Harry Beaumont
Marjorie Rambeau,Harry Beaumont
Joan Crawford,Lewis Stone
Joan Crawford,May Robson
Joan Crawford,Clarence Brown
Lewis Stone,May Robson
Lewis Stone,Clarence Brown
May Robson,Clarence Brown
Joan Crawford,Gary Cooper
Joan Crawford,Franchot Tone
Joan Crawford,Howard Hawks
Gary Cooper,Franchot Tone
Gary Cooper,Howard Hawks
Franchot Tone,Howard Hawks
Joan Crawford,Clark Gable
Joan Crawford,Stuart Erwin
Joan Crawford,Akim Tamiroff
Joan Crawford,Clarence Brown
Clark Gable,Stuart Erwin
Clark Gable,Akim Tamiroff
Clark Gable,Clarence Brown
Stuart Erwin,Akim Tamiroff
Stuart Erwin,Clarence Brown
Akim Tamiroff,Clarence Brown
Joan Crawford,Clark Gable
Joan Crawford,Billie Burke
Joan Crawford,Rosalind Russell
Clark Gable,Billie Burke
Clark Gable,Rosalind Russell
Billie Burke,Rosalind Russell
Joan Crawford,Franchot Tone
Joan Crawford,Edna May Oliver
Joan Crawford,Joan Fontaine
Franchot Tone,Edna May Oliver
Franchot Tone,Joan Fontaine
Edna May Oliver,Joan Fontaine
Joan Crawford,Brian Aherne
Joan Crawford,Frank Morgan
Joan Crawford,Aline MacMahon
Brian Aherne,Frank Morgan
Brian Aherne,Aline MacMahon
Frank Morgan,Aline MacMahon
Karen Black,Louise Fletcher
Roy Scheider,Meryl Streep
Roy Scheider,Jessica Tandy
Roy Scheider,Robert Benton
Meryl Streep,Jessica Tandy
Meryl Streep,Robert Benton
Jessica Tandy,Robert Benton
Joan Crawford,Franchot Tone
Joan Crawford,Billie Burke
Franchot Tone,Billie Burke
Gene Hackman,Anne Archer
William Powell,Aline MacMahon
Martha Hyer,Clint Eastwood
Joan Crawford,Margaret Sullavan
Joan Crawford,Melvyn Douglas
Joan Crawford,Fay Bainter
Joan Crawford,Hattie McDaniel
Joan Crawford,Frank Borzage
Margaret Sullavan,Melvyn Douglas
Margaret Sullavan,Fay Bainter
Margaret Sullavan,Hattie McDaniel
Margaret Sullavan,Frank Borzage
Melvyn Douglas,Fay Bainter
Melvyn Douglas,Hattie McDaniel
Melvyn Douglas,Frank Borzage
Fay Bainter,Hattie McDaniel
Fay Bainter,Frank Borzage
Hattie McDaniel,Frank Borzage
Joan Crawford,Spencer Tracy
Joan Crawford,Frank Borzage
Spencer Tracy,Frank Borzage
Bette Davis,Donald Crisp
Bette Davis,Beulah Bondi
Bette Davis,Henry Travers
Bette Davis,Anatole Litvak
Donald Crisp,Beulah Bondi
Donald Crisp,Henry Travers
Donald Crisp,Anatole Litvak
Beulah Bondi,Henry Travers
Beulah Bondi,Anatole Litvak
Henry Travers,Anatole Litvak
Melvyn Douglas,Gloria Grahame
Melvyn Douglas,Ellen Corby
Gloria Grahame,Ellen Corby
Joan Crawford,James Stewart
Joan Crawford,Lew Ayres
Joan Crawford,Lewis Stone
James Stewart,Lew Ayres
James Stewart,Lewis Stone
Lew Ayres,Lewis Stone
Clark Gable,Joan Crawford
Clark Gable,Paul Lukas
Clark Gable,Frank Borzage
Joan Crawford,Paul Lukas
Joan Crawford,Frank Borzage
Paul Lukas,Frank Borzage
Joan Crawford,Melvyn Douglas
Joan Crawford,Marjorie Main
Joan Crawford,George Cukor
Melvyn Douglas,Marjorie Main
Melvyn Douglas,George Cukor
Marjorie Main,George Cukor
Sam Rockwell,Vera Farmiga
Rod Steiger,Ian Holm
Ann Harding,Alice Brady
Ann Harding,Frank Morgan
Ann Harding,Harry Beaumont
Ann Harding,Robert Z. Leonard
Alice Brady,Frank Morgan
Alice Brady,Harry Beaumont
Alice Brady,Robert Z. Leonard
Frank Morgan,Harry Beaumont
Frank Morgan,Robert Z. Leonard
Harry Beaumont,Robert Z. Leonard
Joan Crawford,Greer Garson
Joan Crawford,Spring Byington
Joan Crawford,Robert Z. Leonard
Greer Garson,Spring Byington
Greer Garson,Robert Z. Leonard
Spring Byington,Robert Z. Leonard
Joan Crawford,Melvyn Douglas
Joan Crawford,Roland Young
Joan Crawford,Billie Burke
Joan Crawford,Alexander Hall
Melvyn Douglas,Roland Young
Melvyn Douglas,Billie Burke
Melvyn Douglas,Alexander Hall
Roland Young,Billie Burke
Roland Young,Alexander Hall
Billie Burke,Alexander Hall
Van Heflin,Joanne Woodward
Gene Kelly,Van Heflin
Gene Kelly,Lana Turner
Gene Kelly,Angela Lansbury
Gene Kelly,Frank Morgan
Gene Kelly,Gig Young
Van Heflin,Lana Turner
Van Heflin,Angela Lansbury
Van Heflin,Frank Morgan
Van Heflin,Gig Young
Lana Turner,Angela Lansbury
Lana Turner,Frank Morgan
Lana Turner,Gig Young
Angela Lansbury,Frank Morgan
Angela Lansbury,Gig Young
Frank Morgan,Gig Young
Karen Black,Christopher Plummer
Richard Burton,Tatum O'Neal
Richard Burton,Jules Dassin
Tatum O'Neal,Jules Dassin
Joan Crawford,John Wayne
Joan Crawford,Ava Gardner
Joan Crawford,Jules Dassin
John Wayne,Ava Gardner
John Wayne,Jules Dassin
Ava Gardner,Jules Dassin
Joan Crawford,Basil Rathbone
Joan Crawford,Jeff Chandler
Joan Crawford,Jan Sterling
Joan Crawford,Cecil Kellaway
Jeff Chandler,Jan Sterling
Jeff Chandler,Cecil Kellaway
Jan Sterling,Cecil Kellaway
George Burns,Burl Ives
Michael Caine,Jude Law
Michael Caine,Kenneth Branagh
Jude Law,Kenneth Branagh
Hope Lange,Charles Boyer
Hope Lange,Telly Savalas
Charles Boyer,Telly Savalas
Eric Roberts,Shelley Winters
Eric Roberts,Susan Sarandon
Eric Roberts,Judd Hirsch
Eric Roberts,Michael V. Gazzo
Shelley Winters,Susan Sarandon
Shelley Winters,Judd Hirsch
Shelley Winters,Michael V. Gazzo
Susan Sarandon,Judd Hirsch
Susan Sarandon,Michael V. Gazzo
Judd Hirsch,Michael V. Gazzo
Joan Crawford,Eve Arden
Joan Crawford,Ellen Corby
Eve Arden,Ellen Corby
Joan Crawford,Bessie Love
John Marley,Lynn Carlin
Shelley Winters,Elsa Lanchester
Alec Guinness,Hugh Griffith
Michael Douglas,Melanie Griffith
Michael Douglas,Liam Neeson
Michael Douglas,John Gielgud
Melanie Griffith,Liam Neeson
Melanie Griffith,John Gielgud
Liam Neeson,John Gielgud
W. S. Van Dyke,W. S. Van Dyke
Laura Linney,Philip Seymour Hoffman
Lauren Bacall,Anjelica Huston
Lauren Bacall,Terence Stamp
Anjelica Huston,Terence Stamp
Charlton Heston,William Demarest
Charlton Heston,Sal Mineo
William Demarest,Sal Mineo
Brad Pitt,Don Cheadle
Brad Pitt,Jake Gyllenhaal
Brad Pitt,Stockard Channing
Brad Pitt,Patricia Arquette
Brad Pitt,Jodie Foster
Don Cheadle,Jake Gyllenhaal
Don Cheadle,Stockard Channing
Don Cheadle,Patricia Arquette
Don Cheadle,Jodie Foster
Jake Gyllenhaal,Stockard Channing
Jake Gyllenhaal,Patricia Arquette
Jake Gyllenhaal,Jodie Foster
Stockard Channing,Patricia Arquette
Stockard Channing,Jodie Foster
Patricia Arquette,Jodie Foster
Julianne Moore,Mark Ruffalo
Julianne Moore,Fernando Meirelles
Mark Ruffalo,Fernando Meirelles
Antonio Banderas,George Clooney
Antonio Banderas,Richard Linklater
George Clooney,Richard Linklater
Forest Whitaker,Sigourney Weaver
Forest Whitaker,William Hurt
Sigourney Weaver,William Hurt
H. B. Warner,Robert Z. Leonard
H. B. Warner,W. S. Van Dyke
Robert Z. Leonard,W. S. Van Dyke
Van Heflin,Rita Moreno
Mary Ure,Robert Ryan
Mary Ure,Robert Siodmak
Robert Ryan,Robert Siodmak
Jude Law,Juliette Binoche
Jude Law,Vera Farmiga
Jude Law,Anthony Minghella
Juliette Binoche,Vera Farmiga
Juliette Binoche,Anthony Minghella
Vera Farmiga,Anthony Minghella
Betsy Blair,Michelangelo Antonioni
Marcello Mastroianni,Sophia Loren
Marcello Mastroianni,Vittorio De Sica
Sophia Loren,Vittorio De Sica
Ingrid Bergman,George Sanders
Tim Roth,Benedict Cumberbatch
Jason Robards,Piper Laurie
Rosalind Russell,Leo Genn
Rosalind Russell,Claire Trevor
Rosalind Russell,Sydney Greenstreet
Leo Genn,Claire Trevor
Leo Genn,Sydney Greenstreet
Claire Trevor,Sydney Greenstreet
Brad Dourif,Melinda Dillon
Shelley Winters,Christopher Walken
Shelley Winters,Bill Murray
Christopher Walken,Bill Murray
Bonita Granville,Edward Dmytryk
Lewis Stone,Mickey Rooney
Lewis Stone,Judy Garland
Mickey Rooney,Judy Garland
Helena Bonham Carter,Richard E. Grant
Helena Bonham Carter,Nigel Hawthorne
Helena Bonham Carter,Ben Kingsley
Helena Bonham Carter,Imelda Staunton
Richard E. Grant,Nigel Hawthorne
Richard E. Grant,Ben Kingsley
Richard E. Grant,Imelda Staunton
Nigel Hawthorne,Ben Kingsley
Nigel Hawthorne,Imelda Staunton
Ben Kingsley,Imelda Staunton
Spencer Tracy,Basil Rathbone
Spencer Tracy,Donald Crisp
Spencer Tracy,James Gleason
Spencer Tracy,Jane Darwell
Spencer Tracy,John Ford
Basil Rathbone,Donald Crisp
Basil Rathbone,James Gleason
Basil Rathbone,Jane Darwell
Basil Rathbone,John Ford
Donald Crisp,James Gleason
Donald Crisp,Jane Darwell
Donald Crisp,John Ford
James Gleason,Jane Darwell
James Gleason,John Ford
Jane Darwell,John Ford
Jude Law,Forest Whitaker
Valentina Cortese,William Dieterle
Randy Quaid,Lindsay Crouse
Saoirse Ronan,Bill Murray
Saoirse Ronan,Martin Landau
Saoirse Ronan,Tim Robbins
Saoirse Ronan,Marianne Jean-Baptiste
Bill Murray,Martin Landau
Bill Murray,Tim Robbins
Bill Murray,Marianne Jean-Baptiste
Martin Landau,Tim Robbins
Martin Landau,Marianne Jean-Baptiste
Tim Robbins,Marianne Jean-Baptiste
Allison Janney,Jason Reitman
Antonio Banderas,Pedro Almodóvar
William Holden,Nancy Olson
William Holden,Michael Curtiz
Nancy Olson,Michael Curtiz
Dennis Hopper,Ann-Margret
Marcia Gay Harden,William Hurt
Marcia Gay Harden,Catherine Keener
Marcia Gay Harden,Hal Holbrook
Marcia Gay Harden,Sean Penn
William Hurt,Catherine Keener
William Hurt,Hal Holbrook
William Hurt,Sean Penn
Catherine Keener,Hal Holbrook
Catherine Keener,Sean Penn
Hal Holbrook,Sean Penn
Colin Firth,Mariel Hemingway
Jon Voight,Faye Dunaway
Jon Voight,Jack Warden
Jon Voight,Joan Blondell
Jon Voight,Franco Zeffirelli
Faye Dunaway,Jack Warden
Faye Dunaway,Joan Blondell
Faye Dunaway,Franco Zeffirelli
Jack Warden,Joan Blondell
Jack Warden,Franco Zeffirelli
Joan Blondell,Franco Zeffirelli
Ann Harding,Fredric March
Clark Gable,Walter Pidgeon
Clark Gable,Brian Donlevy
Clark Gable,Charles Bickford
Clark Gable,Sam Wood
Walter Pidgeon,Brian Donlevy
Walter Pidgeon,Charles Bickford
Walter Pidgeon,Sam Wood
Brian Donlevy,Charles Bickford
Brian Donlevy,Sam Wood
Charles Bickford,Sam Wood
Clark Gable,Lionel Barrymore
Clark Gable,Frank Morgan
Clark Gable,Walter Pidgeon
Clark Gable,Una Merkel
Clark Gable,Hattie McDaniel
Lionel Barrymore,Frank Morgan
Lionel Barrymore,Walter Pidgeon
Lionel Barrymore,Una Merkel
Lionel Barrymore,Hattie McDaniel
Frank Morgan,Walter Pidgeon
Frank Morgan,Una Merkel
Frank Morgan,Hattie McDaniel
Walter Pidgeon,Una Merkel
Walter Pidgeon,Hattie McDaniel
Una Merkel,Hattie McDaniel
Lionel Barrymore,Franchot Tone
Lionel Barrymore,Lewis Stone
Franchot Tone,Lewis Stone
Shirley Jones,Vincente Minnelli
Melvyn Douglas,Joan Blondell
Robert Downey Jr.,Nick Nolte
Robert Downey Jr.,Matthew McConaughey
Robert Downey Jr.,Tom Cruise
Nick Nolte,Matthew McConaughey
Nick Nolte,Tom Cruise
Matthew McConaughey,Tom Cruise
Jon Voight,Eric Roberts
Al Pacino,Kim Basinger
Al Pacino,Ryan O'Neal
Kim Basinger,Ryan O'Neal
Mary Elizabeth Mastrantonio,Al Pacino
Patty Duke,Elsa Lanchester
Patty Duke,Martin Balsam
Patty Duke,Al Pacino
Patty Duke,Catherine Burns
Elsa Lanchester,Martin Balsam
Elsa Lanchester,Al Pacino
Elsa Lanchester,Catherine Burns
Martin Balsam,Al Pacino
Martin Balsam,Catherine Burns
Al Pacino,Catherine Burns
Robert De Niro,Vincent Gardenia
Robert De Niro,Danny Aiello
Vincent Gardenia,Danny Aiello
Norma Shearer,Joan Crawford
Norma Shearer,Joan Crawford
Sylvia Sidney,Barbara Stanwyck
Sylvia Sidney,Ann Sothern
Barbara Stanwyck,Ann Sothern
Norma Shearer,Clark Gable
Norma Shearer,May Robson
Norma Shearer,Robert Z. Leonard
Clark Gable,May Robson
Clark Gable,Robert Z. Leonard
May Robson,Robert Z. Leonard
Joan Crawford,Clark Gable
Joan Crawford,Erich von Stroheim
Clark Gable,Erich von Stroheim
Ralph Richardson,Deborah Kerr
Nicole Kidman,Jennifer Jason Leigh
Adolphe Menjou,Clark Gable
Adolphe Menjou,Ernst Lubitsch
Clark Gable,Ernst Lubitsch
Janet Gaynor,Clark Gable
Janet Gaynor,Carole Lombard
Janet Gaynor,Irving Cummings
Clark Gable,Carole Lombard
Clark Gable,Irving Cummings
Carole Lombard,Irving Cummings
John Wayne,Walter Brennan
Rex Harrison,Richard Burton
Jodie Foster,Terrence Howard
Jodie Foster,Mary Steenburgen
Jodie Foster,Neil Jordan
Terrence Howard,Mary Steenburgen
Terrence Howard,Neil Jordan
Mary Steenburgen,Neil Jordan
Adolphe Menjou,Marjorie Rambeau
Adolphe Menjou,Clark Gable
Marjorie Rambeau,Clark Gable
Clark Gable,Ray Milland
Tim Robbins,Rachel McAdams
Ruth Chatterton,Bette Davis
Montgomery Clift,Susannah York
Montgomery Clift,Larry Parks
Montgomery Clift,Susan Kohner
Montgomery Clift,John Huston
Montgomery Clift,John Huston
Susannah York,Larry Parks
Susannah York,Susan Kohner
Susannah York,John Huston
Susannah York,John Huston
Larry Parks,Susan Kohner
Larry Parks,John Huston
Larry Parks,John Huston
Susan Kohner,John Huston
Susan Kohner,John Huston
John Huston,John Huston
Oliver Stone,Oliver Stone
Tommy Lee Jones,Charlize Theron
Tommy Lee Jones,Susan Sarandon
Tommy Lee Jones,James Franco
Tommy Lee Jones,Josh Brolin
Tommy Lee Jones,Paul Haggis
Charlize Theron,Susan Sarandon
Charlize Theron,James Franco
Charlize Theron,Josh Brolin
Charlize Theron,Paul Haggis
Susan Sarandon,James Franco
Susan Sarandon,Josh Brolin
Susan Sarandon,Paul Haggis
James Franco,Josh Brolin
James Franco,Paul Haggis
Josh Brolin,Paul Haggis
Clifton Webb,Ruth Hussey
Clifton Webb,Henry Koster
Ruth Hussey,Henry Koster
Clark Gable,Stuart Erwin
Clark Gable,Sam Wood
Stuart Erwin,Sam Wood
Jonah Hill,Melissa McCarthy
Jonah Hill,June Squibb
Melissa McCarthy,June Squibb
Shirley MacLaine,Peter Ustinov
Shirley MacLaine,J. Lee Thompson
Peter Ustinov,J. Lee Thompson
Richard Widmark,Lee J. Cobb
Barbra Streisand,Omar Sharif
Barbra Streisand,Kay Medford
Barbra Streisand,Walter Pidgeon
Barbra Streisand,William Wyler
Omar Sharif,Kay Medford
Omar Sharif,Walter Pidgeon
Omar Sharif,William Wyler
Kay Medford,Walter Pidgeon
Kay Medford,William Wyler
Walter Pidgeon,William Wyler
Brian Donlevy,Hume Cronyn
Brian Donlevy,Norman Taurog
Hume Cronyn,Norman Taurog
Bobby Darin,Rupert Crosse
Bobby Darin,Seymour Cassel
Bobby Darin,John Cassavetes
Rupert Crosse,Seymour Cassel
Rupert Crosse,John Cassavetes
Seymour Cassel,John Cassavetes
Catalina Sandino Moreno,Laura Linney
Catalina Sandino Moreno,Ethan Hawke
Catalina Sandino Moreno,Ethan Hawke
Laura Linney,Ethan Hawke
Laura Linney,Ethan Hawke
Ethan Hawke,Ethan Hawke
Elliott Gould,Candice Bergen
Elliott Gould,Cecil Kellaway
Elliott Gould,Jeannie Berlin
Elliott Gould,Harrison Ford
Candice Bergen,Cecil Kellaway
Candice Bergen,Jeannie Berlin
Candice Bergen,Harrison Ford
Cecil Kellaway,Jeannie Berlin
Cecil Kellaway,Harrison Ford
Jeannie Berlin,Harrison Ford
Kathleen Turner,Tommy Lee Jones
Willem Dafoe,Emily Watson
Willem Dafoe,Julia Roberts
Emily Watson,Julia Roberts
Gary Oldman,Colin Firth
Gary Oldman,Bob Hoskins
Gary Oldman,Lesley Manville
Gary Oldman,Robert Zemeckis
Colin Firth,Bob Hoskins
Colin Firth,Lesley Manville
Colin Firth,Robert Zemeckis
Bob Hoskins,Lesley Manville
Bob Hoskins,Robert Zemeckis
Lesley Manville,Robert Zemeckis
Lee Marvin,Jack Palance
Eddie Albert,Arthur Hiller
Frank Langella,Sam Rockwell
Frank Langella,Patty McCormack
Frank Langella,Ron Howard
Sam Rockwell,Patty McCormack
Sam Rockwell,Ron Howard
Patty McCormack,Ron Howard
John Wayne,Anthony Quinn
John Wayne,Beulah Bondi
John Wayne,Edward Dmytryk
Anthony Quinn,Beulah Bondi
Anthony Quinn,Edward Dmytryk
Beulah Bondi,Edward Dmytryk
Betsy Blair,Lila Kedrova
Dan Dailey,Paul Newman
Dan Dailey,Jessica Tandy
Dan Dailey,Michael J. Pollard
Dan Dailey,Martin Ritt
Paul Newman,Jessica Tandy
Paul Newman,Michael J. Pollard
Paul Newman,Martin Ritt
Jessica Tandy,Michael J. Pollard
Jessica Tandy,Martin Ritt
Michael J. Pollard,Martin Ritt
Chiwetel Ejiofor,David Paymer
Kirk Douglas,Richard Jaeckel
Burt Lancaster,Telly Savalas
Burt Lancaster,Shelley Winters
Burt Lancaster,Sydney Pollack
Telly Savalas,Shelley Winters
Telly Savalas,Sydney Pollack
Shelley Winters,Sydney Pollack
Martha Hyer,Ellen Corby
Shelley Winters,Henry Fonda
Shelley Winters,John Huston
Henry Fonda,John Huston
Emma Stone,Bradley Cooper
Emma Stone,Peter Cattaneo
Bradley Cooper,Peter Cattaneo
James Cromwell,David Paymer
Sophia Loren,John Cassavetes
Sophia Loren,George Kennedy
Sophia Loren,Robert Vaughn
Sophia Loren,Bruce Davison
Sophia Loren,Max von Sydow
John Cassavetes,George Kennedy
John Cassavetes,Robert Vaughn
John Cassavetes,Bruce Davison
John Cassavetes,Max von Sydow
George Kennedy,Robert Vaughn
George Kennedy,Bruce Davison
George Kennedy,Max von Sydow
Robert Vaughn,Bruce Davison
Robert Vaughn,Max von Sydow
Bruce Davison,Max von Sydow
Walter Pidgeon,Frank Morgan
Lauren Bacall,Harvey Keitel
Lauren Bacall,Jude Law
Harvey Keitel,Jude Law
Estelle Parsons,John G. Avildsen
Mary Pickford,Lionel Barrymore
Lionel Barrymore,Lillian Gish
Tom Hulce,Mary Elizabeth Mastrantonio
Tom Hulce,Virginia Madsen
Mary Elizabeth Mastrantonio,Virginia Madsen
Charles Boyer,Margaret Sullavan
Irene Dunne,Jane Darwell
Telly Savalas,Michael V. Gazzo
Telly Savalas,Eddie Albert
Michael V. Gazzo,Eddie Albert
Gene Hackman,Matt Dillon
Gene Hackman,Arthur Penn
Matt Dillon,Arthur Penn
Stuart Whitman,Robert Vaughn
Tom Wilkinson,Tom Hardy
James Woods,Queen Latifah
Penélope Cruz,Ben Kingsley
Penélope Cruz,Dennis Hopper
Penélope Cruz,Patricia Clarkson
Ben Kingsley,Dennis Hopper
Ben Kingsley,Patricia Clarkson
Dennis Hopper,Patricia Clarkson
William Powell,Jean Arthur
Charlize Theron,Dennis Hopper
Charlize Theron,Woody Harrelson
Dennis Hopper,Woody Harrelson
Melvyn Douglas,Kim Hunter
Sharon Stone,Cathy Moriarty
Sharon Stone,George C. Scott
Sharon Stone,Sidney Lumet
Cathy Moriarty,George C. Scott
Cathy Moriarty,Sidney Lumet
George C. Scott,Sidney Lumet
Sharon Stone,F. Murray Abraham
Sam Rockwell,Anjelica Huston
Sam Rockwell,Joel Grey
Anjelica Huston,Joel Grey
Clive Owen,Naomi Watts
Clive Owen,Armin Mueller-Stahl
Naomi Watts,Armin Mueller-Stahl
Colin Firth,Laurence Olivier
Clark Gable,Lana Turner
Clark Gable,Claire Trevor
Clark Gable,Frank Morgan
Clark Gable,Marjorie Main
Clark Gable,Chill Wills
Lana Turner,Claire Trevor
Lana Turner,Frank Morgan
Lana Turner,Marjorie Main
Lana Turner,Chill Wills
Claire Trevor,Frank Morgan
Claire Trevor,Marjorie Main
Claire Trevor,Chill Wills
Frank Morgan,Marjorie Main
Frank Morgan,Chill Wills
Marjorie Main,Chill Wills
William Bendix,Claire Trevor
William Bendix,Charles Bickford
Claire Trevor,Charles Bickford
Debbie Reynolds,Ellen Corby
Minnie Driver,Tom Wilkinson
Woody Harrelson,Kristin Scott Thomas
Woody Harrelson,Lauren Bacall
Woody Harrelson,Ned Beatty
Woody Harrelson,Lily Tomlin
Woody Harrelson,Willem Dafoe
Kristin Scott Thomas,Lauren Bacall
Kristin Scott Thomas,Ned Beatty
Kristin Scott Thomas,Lily Tomlin
Kristin Scott Thomas,Willem Dafoe
Lauren Bacall,Ned Beatty
Lauren Bacall,Lily Tomlin
Lauren Bacall,Willem Dafoe
Ned Beatty,Lily Tomlin
Ned Beatty,Willem Dafoe
Lily Tomlin,Willem Dafoe
Spencer Tracy,Claire Trevor
Spencer Tracy,William Demarest
Spencer Tracy,Edward Dmytryk
Claire Trevor,William Demarest
Claire Trevor,Edward Dmytryk
William Demarest,Edward Dmytryk
Burt Lancaster,Tony Curtis
Burt Lancaster,Katy Jurado
Burt Lancaster,Thomas Gomez
Burt Lancaster,Carol Reed
Tony Curtis,Katy Jurado
Tony Curtis,Thomas Gomez
Tony Curtis,Carol Reed
Katy Jurado,Thomas Gomez
Katy Jurado,Carol Reed
Thomas Gomez,Carol Reed
Timothy Hutton,Sharon Stone
Robert Donat,Glynis Johns
Laurence Harvey,Tom Courtenay
Laurence Harvey,Laurence Harvey
Tom Courtenay,Laurence Harvey
Lee Marvin,Clint Eastwood
Lee Marvin,Joshua Logan
Clint Eastwood,Joshua Logan
Natalie Portman,Jon Voight
Natalie Wood,Susan Kohner
Alan Arkin,Vincent Gardenia
Alan Arkin,Kay Medford
Alan Arkin,Alan Arkin
Vincent Gardenia,Kay Medford
Vincent Gardenia,Alan Arkin
Kay Medford,Alan Arkin
Mary Tyler Moore,Thelma Ritter
Mary Tyler Moore,George Seaton
Thelma Ritter,George Seaton
Ray Milland,Jan Sterling
Ray Milland,Gene Lockhart
Jan Sterling,Gene Lockhart
Chill Wills,Tony Curtis
Michael Keaton,Michael Caine
Debbie Reynolds,Greer Garson
Debbie Reynolds,Agnes Moorehead
Debbie Reynolds,Juanita Moore
Debbie Reynolds,Katharine Ross
Debbie Reynolds,Henry Koster
Greer Garson,Agnes Moorehead
Greer Garson,Juanita Moore
Greer Garson,Katharine Ross
Greer Garson,Henry Koster
Agnes Moorehead,Juanita Moore
Agnes Moorehead,Katharine Ross
Agnes Moorehead,Henry Koster
Juanita Moore,Katharine Ross
Juanita Moore,Henry Koster
Katharine Ross,Henry Koster
James Gleason,John Wayne
John Wayne,Jennifer Jones
Richard Barthelmess,John Wayne
Richard Barthelmess,William A. Wellman
John Wayne,William A. Wellman
Loretta Young,Aline MacMahon
Loretta Young,John Wayne
Loretta Young,Mickey Rooney
Aline MacMahon,John Wayne
Aline MacMahon,Mickey Rooney
John Wayne,Mickey Rooney
John Wayne,William A. Wellman
Charles Boyer,George Chakiris
Timothy Hutton,Mira Sorvino
Timothy Hutton,Stockard Channing
Timothy Hutton,Chris Sarandon
Mira Sorvino,Stockard Channing
Mira Sorvino,Chris Sarandon
Stockard Channing,Chris Sarandon
Dan Dailey,Jeanne Crain
Matt Dillon,Diane Lane
Matt Dillon,Tommy Lee Jones
Matt Dillon,Bruce Dern
Matt Dillon,Lee Grant
Diane Lane,Tommy Lee Jones
Diane Lane,Bruce Dern
Diane Lane,Lee Grant
Tommy Lee Jones,Bruce Dern
Tommy Lee Jones,Lee Grant
Bruce Dern,Lee Grant
Lee J. Cobb,Thomas Gomez
Carole Lombard,Stuart Erwin
Ralph Bellamy,Maria Ouspenskaya
Jeff Bridges,Kim Basinger
Jeff Bridges,Rip Torn
Jeff Bridges,Robert Benton
Kim Basinger,Rip Torn
Kim Basinger,Robert Benton
Rip Torn,Robert Benton
John Wayne,Charles Coburn
Marlene Dietrich,John Wayne
Marlene Dietrich,Broderick Crawford
Marlene Dietrich,Mischa Auer
John Wayne,Broderick Crawford
John Wayne,Mischa Auer
Broderick Crawford,Mischa Auer
Mickey Rourke,Bob Hoskins
Mickey Rourke,Alan Bates
Mickey Rourke,Liam Neeson
Bob Hoskins,Alan Bates
Bob Hoskins,Liam Neeson
Alan Bates,Liam Neeson
Seymour Cassel,Stanley Tucci
Seymour Cassel,Carol Kane
Stanley Tucci,Carol Kane
Jonathan Pryce,Bruce Beresford
Catherine Deneuve,Gérard Depardieu
James Cagney,Dan Dailey
James Cagney,William Demarest
James Cagney,Marisa Pavan
James Cagney,James Gleason
James Cagney,John Ford
Dan Dailey,William Demarest
Dan Dailey,Marisa Pavan
Dan Dailey,James Gleason
Dan Dailey,John Ford
William Demarest,Marisa Pavan
William Demarest,James Gleason
William Demarest,John Ford
Marisa Pavan,James Gleason
Marisa Pavan,John Ford
James Gleason,John Ford
Tom Courtenay,Tom Hardy
Margaret Sullavan,Ann Sothern
Margaret Sullavan,Joan Blondell
Margaret Sullavan,Fay Bainter
Ann Sothern,Joan Blondell
Ann Sothern,Fay Bainter
Joan Blondell,Fay Bainter
Woody Harrelson,Patricia Arquette
Woody Harrelson,Penélope Cruz
Woody Harrelson,Sam Elliott
Woody Harrelson,Katy Jurado
Woody Harrelson,Stephen Frears
Patricia Arquette,Penélope Cruz
Patricia Arquette,Sam Elliott
Patricia Arquette,Katy Jurado
Patricia Arquette,Stephen Frears
Penélope Cruz,Sam Elliott
Penélope Cruz,Katy Jurado
Penélope Cruz,Stephen Frears
Sam Elliott,Katy Jurado
Sam Elliott,Stephen Frears
Katy Jurado,Stephen Frears
Keira Knightley,Ralph Fiennes
Keira Knightley,Charlotte Rampling
Ralph Fiennes,Charlotte Rampling
Kevin Costner,Linda Hunt
Kevin Costner,Kathy Bates
Linda Hunt,Kathy Bates
Charlton Heston,Seymour Cassel
Ruby Dee,Jack Gilford
